bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-21_T1w	0.6502795081967213	1.1571544894022256	0.4689	-1.0	4.641556666666666	4.49027	4.67683	4.75757	0.2715489897693267	0.35719667006924394	0.37125434016142933	0.6884756684303284	0.47075580060482025	0.0	0.000194688259978468	6.319922069695749	6.181618969440069	6.277264821508725	176	256	256	1.8381685084737522	3.9130423009524695	5.179645885162864	9.78772684606237	21.117232964484362	46.80557428408577	43.47918088012736	62.51473539181194	1.0	1.0	1.0	4444.7427	0.0	4.9394	0.0	4510545.0	0.0	19.0	10.1758	-0.2226	130.575	374.5778	328.0	487755.2093010906	147.0	717.0	178.4383	1.564	80.5247	717.4306	727.0	641595.2300882268	353.0	1019.0	185.7888	-0.6166	78.1435	942.4958	971.0	666845.5608809289	752.0	1067.0	99.2058	0.19546447667624917	0.506546963771869	0.5173060841822021	0.7697055121225659
sub-22_T1w	0.8074751295336786	1.1461409965123048	0.507	16099.5313	4.140833333333333	4.08901	4.01028	4.32321	0.2681094214200771	0.3658504232120434	0.3660401553678795	0.842522382736206	0.5857964277267456	0.0	0.00019330623141000248	7.5576017794555215	7.41198719197729	7.500473916355165	176	256	256	2.1679126835766827	5.382791088018579	5.752639753399027	9.707215488601818	22.665905088264125	39.98913254858028	37.68656441262964	50.40465560104451	1.0	1.0	1.0	4352.8931	0.0	6.0051	0.0	4573257.0	0.0	23.0	12.1397	-0.2177	151.2245	442.5237	420.0	403688.3342969399	159.0	771.0	193.7345	0.2886	78.404	745.3679	741.0	550855.4946187383	517.0	984.0	137.6608	-0.1957	77.4387	919.9014	934.0	551141.1714798734	747.0	1060.0	96.217	0.22281586718403296	0.5289153897475034	0.5511481184848945	0.5183688618551335
sub-23_T1w	0.5807278969957081	1.7483311281326295	0.4883	29940.2837	4.39521	4.26156	4.46255	4.46152	0.2579047531217805	0.3864140766968342	0.35568117018138523	0.6721598505973816	0.42354964613914486	0.0	0.0001521531473704519	6.9090318002064715	6.829192981965714	6.927278519566057	176	256	256	2.2968384914274607	6.621320351296861	7.258689270226462	12.857908967955066	51.289065457143735	74.1859696790829	74.45734039578737	97.89698605113547	1.0	1.0	1.0	5.1254	0.0	4.3907	0.0	4495253.0	0.0	18.0	6.4378	-0.3435	158.132	494.7772	504.0	423162.12414188357	125.0	830.0	219.4318	-0.7012	79.5193	734.45	729.0	634016.2386078485	561.0	944.0	110.0988	-0.2622	55.7903	948.0957	962.0	583590.6382855836	800.0	1049.0	74.8177	0.21859625189331244	0.5268929155781703	0.5354778034649185	0.6643082990622126
sub-24_T1w	0.6748834862385322	1.4641476962239948	0.5511	18175.9421	4.539059999999999	4.41719	4.52983	4.67016	0.2633739035764503	0.37223543558898853	0.36439066083456123	0.8658286333084106	0.6390553057193754	0.0	0.0002854182901855852	6.39229335248256	6.294720145692574	6.393137190593553	176	256	256	2.2290119805265776	5.814570742674486	7.071504797226525	13.170931668478511	15.464662851475328	24.204146689809072	23.651837302256382	31.286702365484746	1.0	1.0	1.0	3572.3184	0.0	5.6875	0.0	4245914.0	0.0	21.0	20.165	-0.4928	151.5408	477.2201	476.0	466766.7710658945	142.0	814.0	213.5473	-0.7558	88.0413	751.2793	745.0	659697.6009650282	546.0	980.0	128.1263	-0.1576	59.0833	954.791	963.0	645794.6283009184	817.0	1062.0	73.1155	0.22331495091459513	0.5220758891652449	0.542729594308143	0.50584705275101
sub-25_T1w	0.6022545454545455	1.6472020546705852	0.506	23261.7958	4.285363333333334	4.18473	4.32638	4.34498	0.26026609850872967	0.382396743043119	0.35733715844815134	0.6994048953056335	0.3824652686715126	0.0	0.00022381247249325152	7.529968494361283	7.437783269709353	7.5330620977771785	176	256	256	1.9653483624016674	5.855850411775112	6.493823466995772	11.660271626810538	27.89433094639055	45.13809916779563	44.5041371008322	60.479981188310425	1.0	1.0	1.0	4056.576	0.0	4.9986	0.0	4397653.0	0.0	20.0	10.334	-0.7958	156.8013	440.1777	440.0	392777.980180491	75.0	787.0	223.8786	-0.6951	84.854	718.5552	712.0	577090.2212031148	525.0	949.0	121.5877	-0.3301	60.8916	937.9544	954.0	539271.799680792	776.0	1048.0	81.8162	0.21213405257959325	0.5363375469875589	0.5374462697722433	0.7235398133272953
sub-26_T1w	0.5785610169491525	1.778822392264182	0.4807	28733.7814	4.278946666666666	4.22693	4.19998	4.40993	0.2669005610483618	0.37827755287679254	0.3548218860748457	0.6478646397590637	0.4233124256134034	0.0	0.0001795471054601339	7.381224335243304	7.30793585745961	7.403381477414577	176	256	256	2.2285807001893856	6.379996877799116	7.73682454289398	14.601896050693439	45.461042667557464	72.81724996203954	71.5240474353913	96.29384967657688	1.0	1.0	1.0	59.2817	0.0	4.4726	0.0	4537642.0	0.0	18.0	6.5858	-0.51	152.4603	462.1792	457.0	411062.3620773037	147.0	787.0	205.063	-0.6405	83.9042	735.9018	732.0	582597.7427532683	551.0	950.0	114.7335	-0.1774	52.6362	957.9769	968.0	546472.8962492575	828.0	1049.0	66.2927	0.22698482365574144	0.5238376612753212	0.5515672791741758	0.7249749706884049
sub-27_T1w	0.571985020242915	1.6682753201723548	0.4722	36189.7186	4.181796666666667	4.15582	4.14266	4.24691	0.2679029104257524	0.3818716861189079	0.3502254034553396	0.5505799949169159	0.29873915612697605	0.0	0.00017526915495176591	7.407208473923691	7.3047994275329255	7.3913899879277585	176	256	256	1.9611455304670116	6.211826018036181	6.130938983020246	10.219845400557544	46.058488749673714	81.05837995301488	78.77825674758549	109.21790154006786	1.0	1.0	1.0	5.4901	0.0	3.8928	0.0	4555450.0	0.0	16.0	5.7465	-0.8086	163.2202	416.5495	404.0	411689.0816807358	98.0	749.0	206.0018	-0.571	76.6274	715.2644	711.0	586826.0390614077	530.0	936.0	114.459	-0.5023	64.6529	929.9974	958.0	538194.8800058058	743.0	1044.0	93.7391	0.2064625192489299	0.5449104385992037	0.5603562647377673	0.8430320199127488
sub-28_T1w	0.5934879464285715	1.6719298368538513	0.5019	44104.2858	4.59328	4.43699	4.62267	4.72018	0.260982572116477	0.3806307196176824	0.3583867082658406	0.6677875816822052	0.49476218670606603	0.0	0.0001816380886233284	6.708083497435213	6.62220252161172	6.720927947645988	176	256	256	2.382033243692524	6.507713915342925	7.641411464843681	14.034487235495591	58.13828429279653	86.22497034279564	85.49294423175314	112.11557805966726	1.0	1.0	1.0	16.7938	0.0	3.7812	0.0	4474207.0	0.0	15.0	5.6681	-0.3718	146.4647	502.0336	503.0	440971.2911495168	168.0	829.0	211.1639	-0.7049	80.4693	751.9482	746.0	643135.7409032992	569.0	968.0	114.6331	-0.3219	52.472	956.3778	970.0	605550.969143948	819.0	1048.0	69.1154	0.22998384109926043	0.5227258933653832	0.5372911305733116	0.6578465506884822
sub-29_T1w	0.8330061855670103	1.1062694904563497	0.5748	16009.8409	4.40886	4.28266	4.30405	4.63987	0.26327607466163977	0.36438328765572914	0.37234063768263115	0.9307540059089661	0.7410525143146516	0.0	0.0003712189270588575	5.945238058055471	5.804889746518969	5.886895786622794	176	256	256	1.9806396357156775	5.55267715434441	6.2352517879665035	11.172438573839422	11.883030878596463	21.30124094176353	19.839645440684343	26.334664501693037	1.0	1.0	1.0	2549.0702	0.0	7.4799	0.0	3967745.0	0.0	29.0	25.2505	-0.5968	186.5629	477.7043	458.0	502426.31955568865	121.0	861.0	231.2382	0.0467	87.2838	828.6777	821.0	695375.5838230164	591.0	1081.0	147.8565	-0.1687	74.3194	1008.0531	1015.0	710561.0961889649	844.0	1147.0	90.8485	0.21687389928479037	0.5298128060065987	0.5405119489879424	0.521551683528288
sub-30_T1w	0.556563453815261	1.6071544562502913	0.515	33863.9144	4.751746666666667	4.63929	4.65903	4.95692	0.2667430826293215	0.37476247088769726	0.35849444648298123	0.6645856499671936	0.49452237188816073	0.0	0.00021544255593153146	5.957696086604779	5.8637629525382	5.972814405961072	176	256	256	2.250015475574309	5.354568133873837	6.830014857339525	12.88546096257043	33.5618709121823	52.29576006359441	52.05465466911034	70.30633303155432	1.0	1.0	1.0	5241.0792	0.0	4.2734	0.0	4321565.0	0.0	17.0	9.0574	-0.7456	163.2121	468.3525	464.0	505868.12030175654	175.0	789.0	206.2206	-0.4922	85.7649	732.3962	723.0	710722.7855316151	518.0	985.0	135.0248	-0.1828	52.8194	955.2013	972.0	679871.095412727	800.0	1050.0	75.4338	0.23139272044274295	0.5239902004994159	0.5318186376793059	0.7367004266882127
sub-31_T1w	0.5546282258064515	1.8278909934254426	0.4738	-1.0	4.351943333333334	4.34198	4.2648	4.44905	0.258032247478514	0.38961636921940207	0.35235138330208393	0.7044714391231537	0.5851354658603665	0.0	0.00017371105223604007	7.506075546969867	7.425182172383107	7.52487355643499	176	256	256	2.377602671137629	7.002343169864755	6.739417497905261	10.838306652713397	50.74241200757458	72.80875149784248	73.85952956880762	98.02742520100581	1.0	1.0	1.0	932.4977	0.0	4.147	0.0	4583507.0	0.0	17.0	6.4426	-0.2378	146.1827	493.6912	499.0	390212.8788656625	141.0	810.0	209.875	-0.6489	74.5235	720.4576	716.0	589202.8092300727	557.0	907.0	102.2514	-0.3184	63.0243	942.8102	964.0	532848.3125430029	765.0	1057.0	88.9437	0.22983933140644072	0.5396953491105392	0.5534096140117356	0.6408124939388251
sub-32_T1w	0.6871173076923077	1.4046448378225087	0.5381	14704.5442	4.7860933333333335	4.69043	4.66882	4.99903	0.2637484713940115	0.37273942819353817	0.36351210041245047	0.7238757610321045	0.6053776383399962	0.0	0.0003171873640440378	6.742200250757769	6.627693317571888	6.708417446369079	176	256	256	1.9809670394545236	5.99420805160096	6.732940303352243	12.223645819001245	15.788814382998089	28.557492358594608	26.951850217950735	36.50924391225951	1.0	1.0	1.0	2299.269	0.0	6.8187	0.0	4175097.0	0.0	26.0	17.1369	-0.6159	172.2241	432.0853	413.0	445101.1292742691	117.0	779.0	208.4838	-0.1796	83.2793	754.0107	747.0	629033.9410769233	557.0	978.0	124.6202	0.2093	59.6411	942.6779	955.0	613461.9303887156	793.0	1054.0	78.1272	0.1955241419417846	0.5251762958172748	0.5380796120190684	0.6373354657434332
sub-33_T1w	0.699925462962963	1.3403410063277879	0.5416	16596.547	4.224686666666666	4.11091	4.15417	4.40898	0.2633955664793967	0.3744395753845008	0.3621648581361025	0.850236177444458	0.6118522047996516	0.0	0.00016032345510805503	6.689237611094153	6.562224696651747	6.654561020503066	176	256	256	2.0512490653224007	5.524705758109512	5.890807216952692	10.096466827426164	24.52635301786406	41.78136372925549	40.18474623868081	54.24652196892287	1.0	1.0	1.0	4838.8266	0.0	5.4564	0.0	4220635.0	0.0	22.0	11.3524	-0.5087	155.072	437.6152	425.0	446986.22739404836	106.0	771.0	207.1906	-0.4052	81.0168	730.7325	724.0	635429.5762272798	519.0	968.0	131.0476	-0.374	70.1671	922.5033	940.0	614599.1969292313	746.0	1051.0	93.1018	0.22741386963592825	0.5316240248787593	0.5490262264087533	0.48486597029542006
sub-34_T1w	0.6446370212765957	1.5930126621210194	0.5426	16224.1475	4.440413333333333	4.25641	4.59966	4.46517	0.26421232391024935	0.37758828926993293	0.3581993868198176	0.8913321495056152	0.6533405125141142	0.0	0.00045868149694163526	6.735244266155334	6.650661484556037	6.749359970911405	176	256	256	2.0616838850789243	5.847163916397709	6.791843626273518	12.46668307734392	10.495534402785903	16.80688025746785	16.534167782265545	22.30008868654288	1.0	1.0	1.0	2329.6128	0.0	6.3557	0.0	4155692.0	0.0	23.0	28.0268	-0.5496	151.9571	449.6581	449.0	444885.73103104346	89.0	793.0	217.7829	-0.8166	90.9774	723.1549	719.0	635790.3356456523	527.0	947.0	122.9655	-0.0549	60.5123	945.2218	954.0	603142.9333112355	801.0	1058.0	76.5239	0.23049295429176217	0.5353445931464104	0.5578493605334123	0.504244150158858
sub-35_T1w	0.6332200854700855	1.5486388595978793	0.5019	20484.7656	4.25091	4.1934	4.16282	4.39651	0.26649703852844897	0.3785671120883131	0.3549358493832379	0.8708143830299377	0.5561926513910294	0.0	0.00016392418452914877	7.2008102286597335	7.096869111842135	7.1876158963180234	176	256	256	1.895003521093067	5.770744229030567	6.144558649472668	10.767928198294369	33.333562575496906	56.67505003843478	55.12960908769232	75.38021464914527	1.0	1.0	1.0	31.1482	0.0	5.5502	0.0	4402256.0	0.0	22.0	8.1957	-0.7237	164.6387	422.8945	417.0	420637.85982974456	67.0	770.0	220.0521	-0.6672	83.6739	716.9022	709.0	597528.8157423781	523.0	947.0	122.861	-0.3294	64.4996	926.3242	943.0	560229.3251955961	756.0	1046.0	87.5748	0.20924280396411288	0.5356882511801969	0.5431665413810297	0.5757925405525742
sub-36_T1w	0.5607866666666667	1.7694726336744109	0.5299	19007.6453	4.262806666666667	4.22573	4.29208	4.27061	0.2724669016986156	0.37557078061806914	0.3519623176833154	0.7833595871925354	0.4582367539405823	0.0	0.00017786798353405182	6.092620001301366	6.017218117966351	6.121512965531486	176	256	256	2.2528868636949335	5.746798519225365	7.1319303195097445	13.396105575608935	29.122432463349284	46.937735392395915	46.5871267246656	63.7012123182516	1.0	1.0	1.0	5191.5274	0.0	5.1252	0.0	4272959.0	0.0	20.0	9.9657	-0.5148	150.1091	453.0052	443.0	506267.75310366286	158.0	767.0	196.6364	-0.6227	87.6862	719.7457	714.0	697843.9364544096	521.0	954.0	124.243	0.0939	55.3144	957.2296	969.0	653977.3111516797	815.0	1057.0	72.3344	0.2211252007374973	0.5186164710876919	0.5450828940710217	0.6480139924626654
sub-37_T1w	0.8853903225806451	1.0335622846348704	0.5293	8663.8864	4.960856666666667	4.73019	5.00185	5.15053	0.2636238522124312	0.3653334537481046	0.3710426940394642	0.8829224109649658	0.6918037772178647	0.0	0.0004031094938068064	7.342675322560823	7.199629606755168	7.296822693892382	176	256	256	2.396714382695103	5.324142268948187	6.070984188154514	10.492095912820252	46.13263197086199	71.4083651962768	68.46247554296507	87.84642946175637	1.0	1.0	1.0	1320.21	7.413	10.704	5.0	4308765.0	0.0	42.0	19.4642	-0.3606	144.0262	521.9451	522.0	407463.08942036633	169.0	874.0	217.7979	2.6885	88.8621	813.9297	808.0	564667.7889103228	570.0	1068.0	151.7614	0.1025	75.8205	991.8214	994.0	573492.1220191724	829.0	1145.0	94.7379	0.22172262505607435	0.5365725606288073	0.5489485309057359	0.49600515437070697
sub-38_T1w	0.5753	1.8265001023858884	0.5065	26534.9935	4.22319	4.12671	4.2636	4.27926	0.26224618004814637	0.38761838869449383	0.3501354312573598	0.6745486557483673	0.32289485186338424	0.0	0.00019358370461974858	6.523132861809269	6.437607305603011	6.525751396711959	176	256	256	1.9140115219508027	6.505242868889219	6.350325413229098	10.63172184884727	27.120616127133605	45.17960459093584	44.686891975671955	61.760455208946425	1.0	1.0	1.0	4343.0353	0.0	4.5903	0.0	4250130.0	0.0	18.0	10.194	-0.9526	170.9392	424.7867	422.0	456462.55436184583	84.0	769.0	220.4791	-0.692	81.0245	708.9612	703.0	674683.9164201664	540.0	908.0	108.0666	-0.5679	67.4029	938.2675	961.0	609441.5304542417	758.0	1052.0	90.3898	0.201772416606212	0.539151180457851	0.5465506963299901	0.7992718570061574
sub-39_T1w	0.7264266990291263	1.2897327715348192	0.5187	23097.2449	4.4013333333333335	4.18599	4.45033	4.56768	0.2659372869940745	0.3739254926512611	0.3601372203546643	0.8511491417884827	0.6863169074058532	0.0	0.0001580719121727808	6.5918057564448445	6.456546322012693	6.547526398542629	176	256	256	2.233660411800338	5.7317691027383635	5.847587905383989	9.577334201613265	35.731103524896476	59.96539364710635	57.56677790122209	77.00383653166345	1.0	1.0	1.0	5.2144	0.0	5.5102	0.0	4386784.0	0.0	22.0	7.9208	-0.1677	153.6297	450.098	432.0	457997.99365079915	176.0	768.0	193.4043	0.7863	77.2736	732.6539	725.0	643975.6054703984	531.0	962.0	126.4879	-0.0007	72.3703	913.1505	931.0	620229.4015471669	732.0	1048.0	97.2086	0.21969056617705277	0.5341494240296164	0.5465624400797713	0.5010480007027137
sub-40_T1w	0.6477204918032787	1.5350595981449815	0.5105	14408.8903	4.23613	4.1305	4.22626	4.35163	0.2723453277800102	0.37607250883607196	0.3515821633839178	0.7283354997634888	0.42297654151916486	0.0	0.00017624603021758296	6.9703237186550595	6.864736462965171	6.958620910356955	176	256	256	1.908584198738291	5.426429886390841	5.974258712997603	10.587762053863678	27.219095101582948	48.24584606755578	46.77147841622004	64.84949407952138	1.0	1.0	1.0	884.5923	0.0	6.2539	0.0	4446697.0	0.0	24.0	9.6276	-0.7813	161.2816	407.8984	400.0	443955.5661265572	74.0	749.0	209.5792	-0.6739	90.0389	713.239	709.0	613043.3186642228	503.0	956.0	130.6567	-0.3857	68.0049	933.483	953.0	573121.1166992655	759.0	1053.0	90.0095	0.20606949027542054	0.5373519960294239	0.5465185420446899	0.7231984098813194
sub-41_T1w	0.5836822033898305	1.8294579718402946	0.5118	28395.3137	4.2337	4.15595	4.1265	4.41865	0.2515868590538253	0.39137084501836805	0.3570422959278068	0.7047040164470673	0.43614102751016615	0.0	0.0002402939871218183	7.092798914696215	7.020433256183009	7.123239277871697	176	256	256	2.572505902939541	7.168913783749035	7.285757506577721	12.115852833044586	32.708231684816035	42.95918110777468	44.20351600882746	56.943135233891674	1.0	1.0	1.0	4243.5142	0.0	5.4527	0.0	4476334.0	0.0	21.0	11.0564	-0.3005	188.6086	530.3787	552.0	401678.0444313525	164.0	859.0	214.5765	-0.7948	78.7576	730.9478	725.0	624854.0812729455	576.0	919.0	101.131	-0.1315	58.9914	947.6851	961.0	570045.8749988958	794.0	1059.0	79.3175	0.23570070633233595	0.5349718294382144	0.5410327383004493	0.6898341642340248
sub-42_T1w	0.7365694174757281	1.3152454034256182	0.4706	20934.4727	4.1711833333333335	4.09557	4.22128	4.1967	0.2651975717314138	0.3727464687501036	0.36205595951848263	0.7242058217525482	0.37316552698612204	0.0	0.00014005117371507157	7.6411459310187935	7.516873243149124	7.606706105550239	176	256	256	2.0625221642539726	5.650623310689094	6.198272435067985	10.88167183026089	33.648584669391795	56.80128054282652	54.38311008493445	72.69946504258503	1.0	1.0	1.0	219.4596	0.0	5.6669	0.0	4440432.0	0.0	22.0	8.4889	-0.4393	158.2641	444.8133	436.0	394808.1116593117	111.0	788.0	211.3914	-0.4327	84.2108	741.8344	736.0	554919.5963375893	533.0	972.0	130.251	0.0759	67.5225	929.2194	942.0	539004.2931360678	768.0	1054.0	86.5675	0.21210412965870837	0.534044310959112	0.5358811980200731	0.6750967354139296
sub-43_T1w	0.6501658878504674	1.5891956417715722	0.5578	15321.4045	4.645743333333333	4.52346	4.74935	4.66442	0.2583784212620615	0.38177417569332067	0.3598474030446178	0.7272953391075134	0.4931941866874694	0.0	0.00019543043228834677	7.154168050213963	7.057912159094239	7.14212518341745	176	256	256	2.055352978161758	6.674497363039788	7.199271402214266	12.867963865441252	27.36406734031299	44.511419581950165	43.057579031846196	57.29725017327546	1.0	1.0	1.0	2223.4247	0.0	5.2992	0.0	3268547.0	0.0	20.0	10.9652	-0.1664	164.0841	458.3508	458.0	410767.17208803026	93.0	808.0	222.8325	-0.7865	82.1799	750.4876	745.0	606940.3851907912	574.0	956.0	111.6188	-0.1238	56.9556	946.6152	959.0	572081.4432174999	804.0	1051.0	74.5261	0.2181493415272315	0.5459467207122988	0.5560431047321089	0.47267201206287235
sub-44_T1w	0.7051144230769231	1.3389215465221782	0.5198	23506.2436	4.242403333333333	4.16309	4.2566	4.30752	0.2621486003308824	0.37371135322036864	0.36414004644874903	0.8068896234035492	0.5358934253454208	0.0	0.00043687659035123426	6.7987760068176835	6.6794936471930715	6.777725421352635	176	256	256	2.358022044982523	5.750431169148673	6.366326417926401	10.990526039648007	14.710299729402958	23.102714318613618	22.484546452491983	29.640625309459377	1.0	1.0	1.0	1831.1098	0.0	6.6884	0.0	4433186.0	0.0	25.0	20.8428	-0.443	143.3853	477.3589	468.0	437296.89627890405	177.0	795.0	198.4712	-0.6354	81.9239	741.3768	735.0	623397.6250919712	537.0	969.0	127.8164	-0.0735	64.7399	930.8851	943.0	607431.479404832	770.0	1054.0	85.8011	0.22703779405485242	0.5341074767467687	0.5451390863987345	0.599934224790794
sub-45_T1w	0.7355495370370371	1.2213359794039518	0.5419	16529.7774	4.113663333333334	4.11978	4.13434	4.08687	0.26591835954788173	0.3695154245828164	0.364566215869302	0.8878421187400818	0.5242726355791092	0.0	0.0006506780107917234	5.970656045901025	5.83851414510056	5.933731048989825	176	256	256	2.007969748660581	5.083405497955361	5.704194820999885	10.021209216383715	9.054522102165791	15.438586072817248	14.812697448243576	19.944984169747688	1.0	1.0	1.0	1027.2181	0.0	6.9578	0.0	3988242.0	0.0	24.0	31.4019	-0.5897	162.231	448.7116	434.0	504089.7341029518	123.0	801.0	216.1385	-0.3587	85.1932	747.5297	740.0	700474.1321418664	512.0	1002.0	145.5716	-0.2568	73.6855	941.1231	956.0	691092.134942962	762.0	1078.0	95.3976	0.20323505481705484	0.5214893567213823	0.5246740332687764	0.5878497297805233
sub-46_T1w	0.7436301435406698	1.2120673455288438	0.5209	17117.3611	4.265616666666667	4.17896	4.16383	4.45406	0.2671143226803718	0.3704896069509537	0.3623960703686745	0.8847133815288544	0.666711938381195	0.0	0.00027636707760694633	6.7491328489881335	6.611296612801286	6.705796365876304	176	256	256	2.162381942912797	5.341674946216487	5.7607379150834355	9.778156856121022	18.212019960054846	30.845583355768568	29.49198727765638	39.418358517145734	1.0	1.0	1.0	3661.5677	0.0	6.7057	0.0	4254760.0	0.0	25.0	15.9719	-0.4596	157.628	462.3704	444.0	449136.70690638945	165.0	799.0	205.3289	-0.3663	81.8004	759.257	752.0	622956.0449594769	530.0	1007.0	140.7797	-0.2027	73.6183	945.6476	961.0	609347.2488031547	763.0	1087.0	98.2802	0.22110628381720493	0.5316900971329622	0.5426245089352452	0.4863143520426622
sub-47_T1w	0.6567619047619048	1.4349110671767975	0.4868	22497.1429	4.2673466666666675	4.17691	4.2186	4.40653	0.269594161226946	0.371760605691259	0.35864523308179497	0.6556631922721863	0.3797424793243408	0.0	0.00016702074934901528	7.5482212827097515	7.432020934124778	7.525328178260946	176	256	256	2.053568221182114	5.337361247715421	6.085342143935397	10.865096962908655	34.827046541310835	62.06800373698961	59.62551284919141	81.98148826927378	1.0	1.0	1.0	33.2533	0.0	4.9589	0.0	4535406.0	0.0	20.0	7.5997	-0.6849	157.7555	418.4352	404.0	406387.5869140186	119.0	746.0	196.7305	-0.4937	85.6866	723.9612	720.0	560393.7962491168	502.0	969.0	134.898	-0.4317	66.0254	930.9833	951.0	540623.6179856805	761.0	1047.0	87.5279	0.21666653405024774	0.53806911057353	0.551103255223061	0.7322704368084555
sub-48_T1w	0.7355221153846153	1.2125496096921444	0.5007	16178.9703	4.4407266666666665	4.36369	4.43357	4.52492	0.26551390082471577	0.3642338887904365	0.3702522103848477	0.7324730157852173	0.4355643808841706	0.0	0.00019411305021070865	7.175829099114056	7.040121095547497	7.12493056377057	176	256	256	1.893393195284185	5.08501522623923	5.982679047030863	10.969628719569172	23.134832744783306	45.00776552166934	41.88306083925705	57.50658425131851	1.0	1.0	1.0	1771.4511	0.0	6.3804	0.0	3495801.0	0.0	25.0	10.9025	-0.6803	164.4909	411.1804	385.0	421133.45701598166	112.0	767.0	203.3384	-0.1434	83.9275	750.5902	749.0	577713.9210875264	502.0	1000.0	147.2954	-0.3378	69.0611	939.7704	957.0	587259.6231039399	776.0	1061.0	87.2408	0.19602308879648295	0.5215776510638482	0.5262711790251352	0.68111010728795
sub-49_T1w	0.6252460869565217	1.5652958899883485	0.5013	20186.6258	4.255106666666666	4.08848	4.34216	4.33468	0.2675236976866742	0.3797053627139913	0.35277093959933437	0.6773676872253418	0.41295442134141924	0.0	0.00016121700275074767	6.763737127950215	6.656201146092959	6.7474891161168165	176	256	256	2.1996558985084804	6.249924570439017	6.306894495635578	10.471103017959235	30.450345973029158	50.28497500133255	49.027850626299234	66.348230904536	1.0	1.0	1.0	1375.2655	0.0	5.7393	0.0	3747802.0	0.0	23.0	9.3805	-0.6364	151.5465	446.6888	436.0	449252.0107541289	148.0	767.0	198.2126	-0.6147	77.9275	723.7519	720.0	637638.456587031	538.0	941.0	115.2013	-0.4635	65.8791	926.9932	950.0	592407.5336916166	751.0	1045.0	90.7258	0.22550864807841137	0.5432904269569796	0.5665758525535093	0.725380756441702
sub-50_T1w	0.5352411067193675	2.0471280972565307	0.4857	22226.1018	4.259773333333333	4.19133	4.27037	4.31762	0.24630812439902272	0.3991501302217962	0.35454174537918115	0.6470707654953003	0.3954085439443587	0.0	0.00014260904735541877	7.704044679112576	7.639050083193518	7.726490559106292	176	256	256	2.150692246054772	8.07158386189702	7.152587834138889	11.235487394464878	50.68183861215757	72.5187029440491	73.80521588143186	98.2151060880889	1.0	1.0	1.0	4.7075	0.0	4.5731	0.0	3651114.0	0.0	18.0	6.4503	-0.0076	175.7902	482.714	499.0	363461.87452465575	88.0	829.0	232.018	0.8171	71.5153	717.0811	714.0	589001.4992447002	576.0	868.0	88.4584	1.245	63.9007	944.6501	967.0	523175.6268177392	773.0	1051.0	86.0665	0.230352625794521	0.5438934310306124	0.5542481511105051	0.7156817349480339
sub-51_T1w	0.5939495575221239	1.6952269104488762	0.5144	31688.3952	4.623326666666666	4.58531	4.43496	4.84971	0.2599195181848244	0.3825464401258594	0.3575340416893161	0.7106977701187134	0.5788401544094084	0.0	0.0001408984868380598	6.703957977630962	6.621634243043667	6.7214253724249255	176	256	256	2.337678387485294	6.5558746621097415	7.421641851584485	13.37137250515842	53.18575335302378	77.71675688761923	77.50528271921753	101.61333791700962	1.0	1.0	1.0	7.2284	0.0	4.238	0.0	4334023.0	0.0	17.0	6.1959	-0.4095	148.0155	496.9028	503.0	439281.92044097185	140.0	825.0	215.1705	-0.6577	79.2622	740.9075	735.0	646529.8799024792	562.0	952.0	112.1131	-0.1931	54.9704	949.1623	961.0	604257.2006640293	808.0	1049.0	71.8699	0.23089885291107706	0.5282745857572069	0.5437923204989193	0.6876683351785272
sub-52_T1w	0.6628056034482758	1.4648527204355317	0.5271	16214.4569	4.240096666666666	4.11647	4.25294	4.35088	0.26935884191340964	0.37173217582387513	0.35890898226271517	0.8558231890201569	0.5045522898435593	0.0	0.0003013295607880752	7.18532989483522	7.079994026795337	7.173847573152092	176	256	256	2.0264782978938216	5.424474006925013	6.231351852259846	11.243103251960703	17.503332401189468	31.00713184584178	29.831641872952726	40.98446137182693	1.0	1.0	1.0	3625.8276	0.0	6.231	0.0	4268150.0	0.0	24.0	15.2337	-0.5516	157.5707	421.9388	407.0	426206.4957136635	112.0	754.0	200.8408	-0.5763	88.1454	724.7285	721.0	588191.8220187514	508.0	965.0	132.916	-0.2418	65.6255	939.4977	953.0	567901.682839593	777.0	1059.0	84.763	0.2254947502370026	0.5394613437453997	0.5648408387326944	0.5949512583911691
